,number,value,datetime_start,datetime_complete,duration,params_q_con,params_q_u_yaw_rate,params_qt_pos_high,params_qt_s_high,state
139,139,9.254053417373271,2025-02-06 12:13:59.617149,2025-02-06 12:14:03.287183,0 days 00:00:03.670034,0.02460054188901109,0.001112547404112824,0.47842373108431463,1.7275883855870833,COMPLETE
140,140,9.205928140744447,2025-02-06 12:14:03.287644,2025-02-06 12:14:08.865880,0 days 00:00:05.578236,0.03717598049463377,0.0038914317782987877,0.8758179869657922,14.182212719667211,COMPLETE
141,141,9.153285341683835,2025-02-06 12:14:08.866335,2025-02-06 12:14:14.384059,0 days 00:00:05.517724,0.009567102034905437,0.0022771970754092924,1.4824090035916282,19.85886889748277,COMPLETE
142,142,9.204045053799055,2025-02-06 12:14:14.384807,2025-02-06 12:14:20.018237,0 days 00:00:05.633430,0.009076359948232991,0.002285873833096448,1.3616364394000644,17.82684949035928,COMPLETE
143,143,9.456713149706466,2025-02-06 12:14:20.018769,2025-02-06 12:14:23.499613,0 days 00:00:03.480844,0.016505664732047377,0.0015366850202948434,1.0727952737638937,0.72481108396028,COMPLETE
144,144,9.202384159391581,2025-02-06 12:14:23.500118,2025-02-06 12:14:28.751155,0 days 00:00:05.251037,0.022084574162275643,0.002029450707049019,0.37578627128483705,14.818667502463947,COMPLETE
145,145,9.151029618936079,2025-02-06 12:14:28.751631,2025-02-06 12:14:33.569771,0 days 00:00:04.818140,0.014169764501035458,0.0016873938706751424,1.2122292569202255,19.69039447203843,COMPLETE
146,146,9.205783002278547,2025-02-06 12:14:33.570224,2025-02-06 12:14:39.172408,0 days 00:00:05.602184,0.010915675480452953,0.0017593521991401005,1.8060984352141305,12.515076595900204,COMPLETE
147,147,9.150791260307134,2025-02-06 12:14:39.172816,2025-02-06 12:14:44.439292,0 days 00:00:05.266476,0.012887655898176557,0.0025206683070217693,1.1407789574740632,19.715421313566733,COMPLETE
148,148,9.153633085877068,2025-02-06 12:14:44.439702,2025-02-06 12:14:50.109760,0 days 00:00:05.670058,0.012204264783853886,0.002869035358132029,1.5368427182273565,19.180071426111272,COMPLETE
149,149,9.750306722187478,2025-02-06 12:14:50.110166,2025-02-06 12:14:53.317801,0 days 00:00:03.207635,0.012046075378705707,0.002873167740178439,1.1908558030545418,0.29383210753842354,COMPLETE
