,number,value,datetime_start,datetime_complete,duration,params_q_con,params_q_u_yaw_rate,params_qt_pos_high,params_qt_s_high,state
13,13,9.307952131750593,2025-02-10 18:02:45.851959,2025-02-10 18:02:50.356406,0 days 00:00:04.504447,0.005811261332441028,0.009647630583439468,4.147058950950851,4.706950564940243,COMPLETE
14,14,9.35002361230065,2025-02-10 18:02:50.377866,2025-02-10 18:02:53.996243,0 days 00:00:03.618377,0.015552084898665294,0.010746308727229726,9.854284783378564,4.407214715205869,COMPLETE
15,15,9.208340858295513,2025-02-10 18:02:54.020514,2025-02-10 18:02:59.565696,0 days 00:00:05.545182,0.004015960109113571,0.001095546733339109,3.942037587576361,19.76479389722282,COMPLETE
16,16,9.850000000000001,2025-02-10 18:02:59.587298,2025-02-10 18:03:02.748129,0 days 00:00:03.160831,0.0018108574038670972,0.0027721095790026675,0.7181142266914491,0.27774925083773944,COMPLETE
17,17,9.20043019908732,2025-02-10 18:03:02.770485,2025-02-10 18:03:06.636449,0 days 00:00:03.865964,0.01095094452445712,0.002120622577801036,3.3437788972183062,5.888597275612585,COMPLETE
18,18,9.350796510626402,2025-02-10 18:03:06.660553,2025-02-10 18:03:10.109694,0 days 00:00:03.449141,0.0027347025090031915,0.007217692734003871,4.768562967357887,2.5957338400199514,COMPLETE
19,19,9.30548862046781,2025-02-10 18:03:10.132593,2025-02-10 18:03:15.028667,0 days 00:00:04.896074,0.006375680256214925,0.014749300096044126,0.5700604672070361,8.487923958872992,COMPLETE
20,20,9.205678789058322,2025-02-10 18:03:15.052615,2025-02-10 18:03:20.574323,0 days 00:00:05.521708,0.002550735805965691,0.002208969063338454,1.761769722760757,19.196697820670824,COMPLETE
21,21,9.200266878339395,2025-02-10 18:03:20.600046,2025-02-10 18:03:24.931516,0 days 00:00:04.331470,0.011009081306581134,0.0017486096244662482,2.491131166302773,9.045257224009495,COMPLETE
22,22,9.30127437956804,2025-02-10 18:03:24.952536,2025-02-10 18:03:28.161173,0 days 00:00:03.208637,0.009097047689611046,0.004158896637385528,4.617702762305122,2.9385035259867145,COMPLETE
23,23,9.206433957031718,2025-02-10 18:03:28.182774,2025-02-10 18:03:33.005279,0 days 00:00:04.822505,0.029112320169999675,0.0018632751948845275,2.4963623076806707,8.052275740014883,COMPLETE
24,24,9.20078160246403,2025-02-10 18:03:33.030864,2025-02-10 18:03:37.400352,0 days 00:00:04.369488,0.009521497747834597,0.0038726771715595085,7.165235121566618,10.977355952624427,COMPLETE
25,25,9.202353130094652,2025-02-10 18:03:37.553711,2025-02-10 18:03:42.764755,0 days 00:00:05.211044,0.004281155440657949,0.0018679025393286627,1.4582457736265677,10.764100608364588,COMPLETE
26,26,9.350075256103901,2025-02-10 18:03:42.789813,2025-02-10 18:03:46.013099,0 days 00:00:03.223286,0.002215208184263447,0.005838946859845959,4.751323485612377,2.1380586708251177,COMPLETE
27,27,9.303211989222577,2025-02-10 18:03:46.029303,2025-02-10 18:03:49.579602,0 days 00:00:03.550299,0.00507386531691272,0.0015249945399597755,2.652178577730353,4.355871192258607,COMPLETE
28,28,9.205821572809525,2025-02-10 18:03:49.606084,2025-02-10 18:03:54.399935,0 days 00:00:04.793851,0.015203957111999851,0.0026881360382569833,9.580798932236878,11.696910846981869,COMPLETE
29,29,9.207040983387051,2025-02-10 18:03:54.425354,2025-02-10 18:03:59.324561,0 days 00:00:04.899207,0.03397583815908783,0.0036171488693959707,0.4840607533237487,7.211134164926819,COMPLETE
30,30,9.507563237706385,2025-02-10 18:03:59.345836,2025-02-10 18:04:03.731916,0 days 00:00:04.386080,0.001936256451079076,0.01830979123674598,1.0725378718503056,3.232921824505153,COMPLETE
